graph_id,model,top_edge_fraction,empirical_edges,candidate_edges,shared_edges,jaccard,precision,recall,f1
177,GIN,0.1,400,400,29,0.03761348897535668,0.0725,0.0725,0.0725
177,GAT,0.1,400,400,55,0.0738255033557047,0.1375,0.1375,0.1375
178,Raw,0.1,400,400,68,0.09289617486338798,0.17,0.17,0.17
178,MLP,0.1,400,400,44,0.0582010582010582,0.11,0.11,0.11
178,GIN,0.1,400,400,43,0.05680317040951123,0.1075,0.1075,0.10749999999999998
178,GAT,0.1,400,400,57,0.07671601615074024,0.1425,0.1425,0.1425
179,Raw,0.1,400,400,62,0.08401084010840108,0.155,0.155,0.155
179,MLP,0.1,400,400,45,0.059602649006622516,0.1125,0.1125,0.1125
179,GIN,0.1,400,400,68,0.09289617486338798,0.17,0.17,0.17
179,GAT,0.1,400,400,60,0.08108108108108109,0.15,0.15,0.15
180,Raw,0.1,400,400,66,0.08991825613079019,0.165,0.165,0.165
180,MLP,0.1,400,400,51,0.06809078771695594,0.1275,0.1275,0.1275
180,GIN,0.1,400,400,73,0.10041265474552957,0.1825,0.1825,0.18249999999999997
180,GAT,0.1,400,400,59,0.0796221322537112,0.1475,0.1475,0.1475
181,Raw,0.1,400,400,66,0.08991825613079019,0.165,0.165,0.165
181,MLP,0.1,400,400,42,0.055408970976253295,0.105,0.105,0.10499999999999998
181,GIN,0.1,400,400,71,0.09739368998628258,0.1775,0.1775,0.17750000000000002
181,GAT,0.1,400,400,62,0.08401084010840108,0.155,0.155,0.155
182,Raw,0.1,400,400,69,0.09439124487004104,0.1725,0.1725,0.1725
182,MLP,0.1,400,400,42,0.055408970976253295,0.105,0.105,0.10499999999999998
182,GIN,0.1,400,400,28,0.03626943005181347,0.07,0.07,0.07
182,GAT,0.1,400,400,58,0.07816711590296496,0.145,0.145,0.145
183,Raw,0.1,400,400,71,0.09739368998628258,0.1775,0.1775,0.17750000000000002
183,MLP,0.1,400,400,49,0.06524633821571238,0.1225,0.1225,0.1225
183,GIN,0.1,400,400,78,0.10803324099722991,0.195,0.195,0.195
183,GAT,0.1,400,400,71,0.09739368998628258,0.1775,0.1775,0.17750000000000002
184,Raw,0.1,400,400,58,0.07816711590296496,0.145,0.145,0.145
184,MLP,0.1,400,400,45,0.059602649006622516,0.1125,0.1125,0.1125
184,GIN,0.1,400,400,69,0.09439124487004104,0.1725,0.1725,0.1725
184,GAT,0.1,400,400,53,0.07095046854082998,0.1325,0.1325,0.1325
185,Raw,0.1,400,400,63,0.08548168249660787,0.1575,0.1575,0.1575
185,MLP,0.1,400,400,43,0.05680317040951123,0.1075,0.1075,0.10749999999999998
185,GIN,0.1,400,400,28,0.03626943005181347,0.07,0.07,0.07
185,GAT,0.1,400,400,63,0.08548168249660787,0.1575,0.1575,0.1575
186,Raw,0.1,400,400,63,0.08548168249660787,0.1575,0.1575,0.1575
186,MLP,0.1,400,400,43,0.05680317040951123,0.1075,0.1075,0.10749999999999998
186,GIN,0.1,400,400,21,0.026957637997432605,0.0525,0.0525,0.05249999999999999
186,GAT,0.1,400,400,65,0.08843537414965986,0.1625,0.1625,0.1625
187,Raw,0.1,400,400,64,0.08695652173913043,0.16,0.16,0.16
187,MLP,0.1,400,400,43,0.05680317040951123,0.1075,0.1075,0.10749999999999998
187,GIN,0.1,400,400,32,0.041666666666666664,0.08,0.08,0.08
187,GAT,0.1,400,400,56,0.07526881720430108,0.14,0.14,0.14
188,Raw,0.1,400,400,56,0.07526881720430108,0.14,0.14,0.14
188,MLP,0.1,400,400,46,0.0610079575596817,0.115,0.115,0.115
188,GIN,0.1,400,400,58,0.07816711590296496,0.145,0.145,0.145
188,GAT,0.1,400,400,57,0.07671601615074024,0.1425,0.1425,0.1425
189,Raw,0.1,400,400,68,0.09289617486338798,0.17,0.17,0.17
189,MLP,0.1,400,400,44,0.0582010582010582,0.11,0.11,0.11
189,GIN,0.1,400,400,55,0.0738255033557047,0.1375,0.1375,0.1375
189,GAT,0.1,400,400,52,0.06951871657754011,0.13,0.13,0.13
190,Raw,0.1,400,400,56,0.07526881720430108,0.14,0.14,0.14
190,MLP,0.1,400,400,51,0.06809078771695594,0.1275,0.1275,0.1275
190,GIN,0.1,400,400,36,0.04712041884816754,0.09,0.09,0.09
190,GAT,0.1,400,400,62,0.08401084010840108,0.155,0.155,0.155
191,Raw,0.1,400,400,73,0.10041265474552957,0.1825,0.1825,0.18249999999999997
191,MLP,0.1,400,400,44,0.0582010582010582,0.11,0.11,0.11
191,GIN,0.1,400,400,20,0.02564102564102564,0.05,0.05,0.05000000000000001
191,GAT,0.1,400,400,57,0.07671601615074024,0.1425,0.1425,0.1425
192,Raw,0.1,400,400,73,0.10041265474552957,0.1825,0.1825,0.18249999999999997
192,MLP,0.1,400,400,47,0.06241699867197875,0.1175,0.1175,0.1175
192,GIN,0.1,400,400,34,0.044386422976501305,0.085,0.085,0.085
192,GAT,0.1,400,400,62,0.08401084010840108,0.155,0.155,0.155
193,Raw,0.1,400,400,60,0.08108108108108109,0.15,0.15,0.15
193,MLP,0.1,400,400,40,0.05263157894736842,0.1,0.1,0.10000000000000002
193,GIN,0.1,400,400,26,0.03359173126614987,0.065,0.065,0.065
193,GAT,0.1,400,400,62,0.08401084010840108,0.155,0.155,0.155
194,Raw,0.1,400,400,61,0.08254397834912043,0.1525,0.1525,0.1525
194,MLP,0.1,400,400,48,0.06382978723404255,0.12,0.12,0.12
194,GIN,0.1,400,400,25,0.03225806451612903,0.0625,0.0625,0.0625
194,GAT,0.1,400,400,54,0.07238605898123325,0.135,0.135,0.135
195,Raw,0.1,400,400,70,0.0958904109589041,0.175,0.175,0.175
195,MLP,0.1,400,400,41,0.05401844532279315,0.1025,0.1025,0.1025
195,GIN,0.1,400,400,26,0.03359173126614987,0.065,0.065,0.065
195,GAT,0.1,400,400,62,0.08401084010840108,0.155,0.155,0.155
196,Raw,0.1,400,400,71,0.09739368998628258,0.1775,0.1775,0.17750000000000002
196,MLP,0.1,400,400,34,0.044386422976501305,0.085,0.085,0.085
196,GIN,0.1,400,400,24,0.030927835051546393,0.06,0.06,0.06
196,GAT,0.1,400,400,61,0.08254397834912043,0.1525,0.1525,0.1525
197,Raw,0.1,400,400,63,0.08548168249660787,0.1575,0.1575,0.1575
197,MLP,0.1,400,400,44,0.0582010582010582,0.11,0.11,0.11
197,GIN,0.1,400,400,27,0.03492884864165589,0.0675,0.0675,0.0675
197,GAT,0.1,400,400,58,0.07816711590296496,0.145,0.145,0.145
198,Raw,0.1,400,400,69,0.09439124487004104,0.1725,0.1725,0.1725
198,MLP,0.1,400,400,45,0.059602649006622516,0.1125,0.1125,0.1125
198,GIN,0.1,400,400,36,0.04712041884816754,0.09,0.09,0.09
198,GAT,0.1,400,400,51,0.06809078771695594,0.1275,0.1275,0.1275
199,Raw,0.1,400,400,63,0.08548168249660787,0.1575,0.1575,0.1575
199,MLP,0.1,400,400,49,0.06524633821571238,0.1225,0.1225,0.1225
199,GIN,0.1,400,400,18,0.023017902813299233,0.045,0.045,0.045
199,GAT,0.1,400,400,55,0.0738255033557047,0.1375,0.1375,0.1375
200,Raw,0.1,400,400,71,0.09739368998628258,0.1775,0.1775,0.17750000000000002
200,MLP,0.1,400,400,41,0.05401844532279315,0.1025,0.1025,0.1025
200,GIN,0.1,400,400,32,0.041666666666666664,0.08,0.08,0.08
200,GAT,0.1,400,400,56,0.07526881720430108,0.14,0.14,0.14
201,Raw,0.1,400,400,61,0.08254397834912043,0.1525,0.1525,0.1525
201,MLP,0.1,400,400,44,0.0582010582010582,0.11,0.11,0.11
201,GIN,0.1,400,400,85,0.11888111888111888,0.2125,0.2125,0.2125
201,GAT,0.1,400,400,54,0.07238605898123325,0.135,0.135,0.135
202,Raw,0.1,400,400,61,0.08254397834912043,0.1525,0.1525,0.1525
202,MLP,0.1,400,400,50,0.06666666666666667,0.125,0.125,0.125
202,GIN,0.1,400,400,35,0.0457516339869281,0.0875,0.0875,0.0875
202,GAT,0.1,400,400,54,0.07238605898123325,0.135,0.135,0.135
203,Raw,0.1,400,400,62,0.08401084010840108,0.155,0.155,0.155
203,MLP,0.1,400,400,37,0.04849279161205767,0.0925,0.0925,0.0925
203,GIN,0.1,400,400,32,0.041666666666666664,0.08,0.08,0.08
203,GAT,0.1,400,400,54,0.07238605898123325,0.135,0.135,0.135
204,Raw,0.1,400,400,64,0.08695652173913043,0.16,0.16,0.16
204,MLP,0.1,400,400,40,0.05263157894736842,0.1,0.1,0.10000000000000002
204,GIN,0.1,400,400,34,0.044386422976501305,0.085,0.085,0.085
204,GAT,0.1,400,400,57,0.07671601615074024,0.1425,0.1425,0.1425
205,Raw,0.1,400,400,69,0.09439124487004104,0.1725,0.1725,0.1725
205,MLP,0.1,400,400,41,0.05401844532279315,0.1025,0.1025,0.1025
205,GIN,0.1,400,400,25,0.03225806451612903,0.0625,0.0625,0.0625
205,GAT,0.1,400,400,51,0.06809078771695594,0.1275,0.1275,0.1275
206,Raw,0.1,400,400,66,0.08991825613079019,0.165,0.165,0.165
206,MLP,0.1,400,400,43,0.05680317040951123,0.1075,0.1075,0.10749999999999998
206,GIN,0.1,400,400,78,0.10803324099722991,0.195,0.195,0.195
206,GAT,0.1,400,400,61,0.08254397834912043,0.1525,0.1525,0.1525
207,Raw,0.1,400,400,64,0.08695652173913043,0.16,0.16,0.16
207,MLP,0.1,400,400,44,0.0582010582010582,0.11,0.11,0.11
207,GIN,0.1,400,400,60,0.08108108108108109,0.15,0.15,0.15
207,GAT,0.1,400,400,54,0.07238605898123325,0.135,0.135,0.135
208,Raw,0.1,400,400,69,0.09439124487004104,0.1725,0.1725,0.1725
208,MLP,0.1,400,400,38,0.049868766404199474,0.095,0.095,0.095
208,GIN,0.1,400,400,31,0.04031209362808843,0.0775,0.0775,0.0775
208,GAT,0.1,400,400,68,0.09289617486338798,0.17,0.17,0.17
209,Raw,0.1,400,400,71,0.09739368998628258,0.1775,0.1775,0.17750000000000002
209,MLP,0.1,400,400,40,0.05263157894736842,0.1,0.1,0.10000000000000002
209,GIN,0.1,400,400,33,0.04302477183833116,0.0825,0.0825,0.0825
209,GAT,0.1,400,400,57,0.07671601615074024,0.1425,0.1425,0.1425
210,Raw,0.1,400,400,86,0.12044817927170869,0.215,0.215,0.21499999999999997
210,MLP,0.1,400,400,41,0.05401844532279315,0.1025,0.1025,0.1025
210,GIN,0.1,400,400,30,0.03896103896103896,0.075,0.075,0.075
210,GAT,0.1,400,400,60,0.08108108108108109,0.15,0.15,0.15
211,Raw,0.1,400,400,63,0.08548168249660787,0.1575,0.1575,0.1575
211,MLP,0.1,400,400,35,0.0457516339869281,0.0875,0.0875,0.0875
211,GIN,0.1,400,400,65,0.08843537414965986,0.1625,0.1625,0.1625
211,GAT,0.1,400,400,54,0.07238605898123325,0.135,0.135,0.135
212,Raw,0.1,400,400,66,0.08991825613079019,0.165,0.165,0.165
212,MLP,0.1,400,400,40,0.05263157894736842,0.1,0.1,0.10000000000000002
212,GIN,0.1,400,400,77,0.10650069156293222,0.1925,0.1925,0.19249999999999998
212,GAT,0.1,400,400,50,0.06666666666666667,0.125,0.125,0.125
213,Raw,0.1,400,400,70,0.0958904109589041,0.175,0.175,0.175
213,MLP,0.1,400,400,42,0.055408970976253295,0.105,0.105,0.10499999999999998
213,GIN,0.1,400,400,23,0.029601029601029602,0.0575,0.0575,0.0575
213,GAT,0.1,400,400,52,0.06951871657754011,0.13,0.13,0.13
214,Raw,0.1,400,400,66,0.08991825613079019,0.165,0.165,0.165
214,MLP,0.1,400,400,46,0.0610079575596817,0.115,0.115,0.115
214,GIN,0.1,400,400,63,0.08548168249660787,0.1575,0.1575,0.1575
214,GAT,0.1,400,400,64,0.08695652173913043,0.16,0.16,0.16
215,Raw,0.1,400,400,71,0.09739368998628258,0.1775,0.1775,0.17750000000000002
215,MLP,0.1,400,400,38,0.049868766404199474,0.095,0.095,0.095
215,GIN,0.1,400,400,28,0.03626943005181347,0.07,0.07,0.07
215,GAT,0.1,400,400,67,0.09140518417462483,0.1675,0.1675,0.1675
216,Raw,0.1,400,400,64,0.08695652173913043,0.16,0.16,0.16
216,MLP,0.1,400,400,50,0.06666666666666667,0.125,0.125,0.125
216,GIN,0.1,400,400,25,0.03225806451612903,0.0625,0.0625,0.0625
216,GAT,0.1,400,400,56,0.07526881720430108,0.14,0.14,0.14
217,Raw,0.1,400,400,71,0.09739368998628258,0.1775,0.1775,0.17750000000000002
217,MLP,0.1,400,400,39,0.051248357424441525,0.0975,0.0975,0.0975
217,GIN,0.1,400,400,18,0.023017902813299233,0.045,0.045,0.045
217,GAT,0.1,400,400,55,0.0738255033557047,0.1375,0.1375,0.1375
218,Raw,0.1,400,400,69,0.09439124487004104,0.1725,0.1725,0.1725
218,MLP,0.1,400,400,37,0.04849279161205767,0.0925,0.0925,0.0925
218,GIN,0.1,400,400,77,0.10650069156293222,0.1925,0.1925,0.19249999999999998
218,GAT,0.1,400,400,53,0.07095046854082998,0.1325,0.1325,0.1325
219,Raw,0.1,400,400,70,0.0958904109589041,0.175,0.175,0.175
219,MLP,0.1,400,400,41,0.05401844532279315,0.1025,0.1025,0.1025
219,GIN,0.1,400,400,79,0.10957004160887657,0.1975,0.1975,0.1975
219,GAT,0.1,400,400,62,0.08401084010840108,0.155,0.155,0.155
220,Raw,0.1,400,400,63,0.08548168249660787,0.1575,0.1575,0.1575
220,MLP,0.1,400,400,46,0.0610079575596817,0.115,0.115,0.115
220,GIN,0.1,400,400,15,0.01910828025477707,0.0375,0.0375,0.0375
220,GAT,0.1,400,400,49,0.06524633821571238,0.1225,0.1225,0.1225
221,Raw,0.1,400,400,70,0.0958904109589041,0.175,0.175,0.175
221,MLP,0.1,400,400,42,0.055408970976253295,0.105,0.105,0.10499999999999998
221,GIN,0.1,400,400,33,0.04302477183833116,0.0825,0.0825,0.0825
221,GAT,0.1,400,400,59,0.0796221322537112,0.1475,0.1475,0.1475
222,Raw,0.1,400,400,61,0.08254397834912043,0.1525,0.1525,0.1525
222,MLP,0.1,400,400,38,0.049868766404199474,0.095,0.095,0.095
222,GIN,0.1,400,400,19,0.024327784891165175,0.0475,0.0475,0.0475
222,GAT,0.1,400,400,61,0.08254397834912043,0.1525,0.1525,0.1525
223,Raw,0.1,400,400,59,0.0796221322537112,0.1475,0.1475,0.1475
223,MLP,0.1,400,400,42,0.055408970976253295,0.105,0.105,0.10499999999999998
223,GIN,0.1,400,400,69,0.09439124487004104,0.1725,0.1725,0.1725
223,GAT,0.1,400,400,62,0.08401084010840108,0.155,0.155,0.155
224,Raw,0.1,400,400,60,0.08108108108108109,0.15,0.15,0.15
224,MLP,0.1,400,400,39,0.051248357424441525,0.0975,0.0975,0.0975
224,GIN,0.1,400,400,38,0.049868766404199474,0.095,0.095,0.095
224,GAT,0.1,400,400,60,0.08108108108108109,0.15,0.15,0.15
225,Raw,0.1,400,400,64,0.08695652173913043,0.16,0.16,0.16
225,MLP,0.1,400,400,50,0.06666666666666667,0.125,0.125,0.125
225,GIN,0.1,400,400,39,0.051248357424441525,0.0975,0.0975,0.0975
225,GAT,0.1,400,400,60,0.08108108108108109,0.15,0.15,0.15
226,Raw,0.1,400,400,75,0.10344827586206896,0.1875,0.1875,0.1875
226,MLP,0.1,400,400,54,0.07238605898123325,0.135,0.135,0.135
226,GIN,0.1,400,400,29,0.03761348897535668,0.0725,0.0725,0.0725
226,GAT,0.1,400,400,56,0.07526881720430108,0.14,0.14,0.14
227,Raw,0.1,400,400,67,0.09140518417462483,0.1675,0.1675,0.1675
227,MLP,0.1,400,400,40,0.05263157894736842,0.1,0.1,0.10000000000000002
227,GIN,0.1,400,400,25,0.03225806451612903,0.0625,0.0625,0.0625
227,GAT,0.1,400,400,60,0.08108108108108109,0.15,0.15,0.15
228,Raw,0.1,400,400,74,0.10192837465564739,0.185,0.185,0.185
228,MLP,0.1,400,400,49,0.06524633821571238,0.1225,0.1225,0.1225
228,GIN,0.1,400,400,19,0.024327784891165175,0.0475,0.0475,0.0475
228,GAT,0.1,400,400,65,0.08843537414965986,0.1625,0.1625,0.1625
229,Raw,0.1,400,400,66,0.08991825613079019,0.165,0.165,0.165
229,MLP,0.1,400,400,34,0.044386422976501305,0.085,0.085,0.085
229,GIN,0.1,400,400,25,0.03225806451612903,0.0625,0.0625,0.0625
229,GAT,0.1,400,400,67,0.09140518417462483,0.1675,0.1675,0.1675
230,Raw,0.1,400,400,59,0.0796221322537112,0.1475,0.1475,0.1475
230,MLP,0.1,400,400,37,0.04849279161205767,0.0925,0.0925,0.0925
230,GIN,0.1,400,400,32,0.041666666666666664,0.08,0.08,0.08
230,GAT,0.1,400,400,62,0.08401084010840108,0.155,0.155,0.155
231,Raw,0.1,400,400,65,0.08843537414965986,0.1625,0.1625,0.1625
231,MLP,0.1,400,400,37,0.04849279161205767,0.0925,0.0925,0.0925
231,GIN,0.1,400,400,66,0.08991825613079019,0.165,0.165,0.165
231,GAT,0.1,400,400,61,0.08254397834912043,0.1525,0.1525,0.1525
232,Raw,0.1,400,400,70,0.0958904109589041,0.175,0.175,0.175
232,MLP,0.1,400,400,36,0.04712041884816754,0.09,0.09,0.09
232,GIN,0.1,400,400,79,0.10957004160887657,0.1975,0.1975,0.1975
232,GAT,0.1,400,400,61,0.08254397834912043,0.1525,0.1525,0.1525
233,Raw,0.1,400,400,67,0.09140518417462483,0.1675,0.1675,0.1675
233,MLP,0.1,400,400,41,0.05401844532279315,0.1025,0.1025,0.1025
233,GIN,0.1,400,400,84,0.11731843575418995,0.21,0.21,0.20999999999999996
233,GAT,0.1,400,400,72,0.0989010989010989,0.18,0.18,0.18
234,Raw,0.1,400,400,69,0.09439124487004104,0.1725,0.1725,0.1725
234,MLP,0.1,400,400,39,0.051248357424441525,0.0975,0.0975,0.0975
234,GIN,0.1,400,400,76,0.10497237569060773,0.19,0.19,0.19
234,GAT,0.1,400,400,60,0.08108108108108109,0.15,0.15,0.15
235,Raw,0.1,400,400,56,0.07526881720430108,0.14,0.14,0.14
235,MLP,0.1,400,400,42,0.055408970976253295,0.105,0.105,0.10499999999999998
235,GIN,0.1,400,400,73,0.10041265474552957,0.1825,0.1825,0.18249999999999997
235,GAT,0.1,400,400,57,0.07671601615074024,0.1425,0.1425,0.1425
236,Raw,0.1,400,400,54,0.07238605898123325,0.135,0.135,0.135
236,MLP,0.1,400,400,49,0.06524633821571238,0.1225,0.1225,0.1225
236,GIN,0.1,400,400,34,0.044386422976501305,0.085,0.085,0.085
236,GAT,0.1,400,400,58,0.07816711590296496,0.145,0.145,0.145
237,Raw,0.1,400,400,58,0.07816711590296496,0.145,0.145,0.145
237,MLP,0.1,400,400,30,0.03896103896103896,0.075,0.075,0.075
237,GIN,0.1,400,400,74,0.10192837465564739,0.185,0.185,0.185
237,GAT,0.1,400,400,67,0.09140518417462483,0.1675,0.1675,0.1675
238,Raw,0.1,400,400,71,0.09739368998628258,0.1775,0.1775,0.17750000000000002
238,MLP,0.1,400,400,43,0.05680317040951123,0.1075,0.1075,0.10749999999999998
238,GIN,0.1,400,400,29,0.03761348897535668,0.0725,0.0725,0.0725
238,GAT,0.1,400,400,58,0.07816711590296496,0.145,0.145,0.145
239,Raw,0.1,400,400,72,0.0989010989010989,0.18,0.18,0.18
239,MLP,0.1,400,400,35,0.0457516339869281,0.0875,0.0875,0.0875
239,GIN,0.1,400,400,60,0.08108108108108109,0.15,0.15,0.15
239,GAT,0.1,400,400,69,0.09439124487004104,0.1725,0.1725,0.1725
240,Raw,0.1,400,400,66,0.08991825613079019,0.165,0.165,0.165
240,MLP,0.1,400,400,50,0.06666666666666667,0.125,0.125,0.125
240,GIN,0.1,400,400,70,0.0958904109589041,0.175,0.175,0.175
240,GAT,0.1,400,400,54,0.07238605898123325,0.135,0.135,0.135
241,Raw,0.1,400,400,65,0.08843537414965986,0.1625,0.1625,0.1625
241,MLP,0.1,400,400,39,0.051248357424441525,0.0975,0.0975,0.0975
241,GIN,0.1,400,400,27,0.03492884864165589,0.0675,0.0675,0.0675
241,GAT,0.1,400,400,64,0.08695652173913043,0.16,0.16,0.16
242,Raw,0.1,400,400,63,0.08548168249660787,0.1575,0.1575,0.1575
242,MLP,0.1,400,400,39,0.051248357424441525,0.0975,0.0975,0.0975
242,GIN,0.1,400,400,20,0.02564102564102564,0.05,0.05,0.05000000000000001
242,GAT,0.1,400,400,65,0.08843537414965986,0.1625,0.1625,0.1625
243,Raw,0.1,400,400,75,0.10344827586206896,0.1875,0.1875,0.1875
243,MLP,0.1,400,400,41,0.05401844532279315,0.1025,0.1025,0.1025
243,GIN,0.1,400,400,45,0.059602649006622516,0.1125,0.1125,0.1125
243,GAT,0.1,400,400,55,0.0738255033557047,0.1375,0.1375,0.1375
244,Raw,0.1,400,400,64,0.08695652173913043,0.16,0.16,0.16
244,MLP,0.1,400,400,37,0.04849279161205767,0.0925,0.0925,0.0925
244,GIN,0.1,400,400,34,0.044386422976501305,0.085,0.085,0.085
244,GAT,0.1,400,400,59,0.0796221322537112,0.1475,0.1475,0.1475
245,Raw,0.1,400,400,51,0.06809078771695594,0.1275,0.1275,0.1275
245,MLP,0.1,400,400,42,0.055408970976253295,0.105,0.105,0.10499999999999998
245,GIN,0.1,400,400,71,0.09739368998628258,0.1775,0.1775,0.17750000000000002
245,GAT,0.1,400,400,61,0.08254397834912043,0.1525,0.1525,0.1525
246,Raw,0.1,400,400,62,0.08401084010840108,0.155,0.155,0.155
246,MLP,0.1,400,400,47,0.06241699867197875,0.1175,0.1175,0.1175
246,GIN,0.1,400,400,16,0.02040816326530612,0.04,0.04,0.04
246,GAT,0.1,400,400,54,0.07238605898123325,0.135,0.135,0.135
247,Raw,0.1,400,400,58,0.07816711590296496,0.145,0.145,0.145
247,MLP,0.1,400,400,38,0.049868766404199474,0.095,0.095,0.095
247,GIN,0.1,400,400,69,0.09439124487004104,0.1725,0.1725,0.1725
247,GAT,0.1,400,400,62,0.08401084010840108,0.155,0.155,0.155
248,Raw,0.1,400,400,63,0.08548168249660787,0.1575,0.1575,0.1575
248,MLP,0.1,400,400,46,0.0610079575596817,0.115,0.115,0.115
248,GIN,0.1,400,400,50,0.06666666666666667,0.125,0.125,0.125
248,GAT,0.1,400,400,60,0.08108108108108109,0.15,0.15,0.15
249,Raw,0.1,400,400,58,0.07816711590296496,0.145,0.145,0.145
249,MLP,0.1,400,400,49,0.06524633821571238,0.1225,0.1225,0.1225
249,GIN,0.1,400,400,24,0.030927835051546393,0.06,0.06,0.06
249,GAT,0.1,400,400,62,0.08401084010840108,0.155,0.155,0.155
250,Raw,0.1,400,400,70,0.0958904109589041,0.175,0.175,0.175
250,MLP,0.1,400,400,38,0.049868766404199474,0.095,0.095,0.095
250,GIN,0.1,400,400,28,0.03626943005181347,0.07,0.07,0.07
250,GAT,0.1,400,400,63,0.08548168249660787,0.1575,0.1575,0.1575
251,Raw,0.1,400,400,67,0.09140518417462483,0.1675,0.1675,0.1675
251,MLP,0.1,400,400,32,0.041666666666666664,0.08,0.08,0.08
251,GIN,0.1,400,400,27,0.03492884864165589,0.0675,0.0675,0.0675
251,GAT,0.1,400,400,67,0.09140518417462483,0.1675,0.1675,0.1675
252,Raw,0.1,400,400,66,0.08991825613079019,0.165,0.165,0.165
252,MLP,0.1,400,400,51,0.06809078771695594,0.1275,0.1275,0.1275
252,GIN,0.1,400,400,58,0.07816711590296496,0.145,0.145,0.145
252,GAT,0.1,400,400,55,0.0738255033557047,0.1375,0.1375,0.1375
253,Raw,0.1,400,400,55,0.0738255033557047,0.1375,0.1375,0.1375
253,MLP,0.1,400,400,31,0.04031209362808843,0.0775,0.0775,0.0775
253,GIN,0.1,400,400,40,0.05263157894736842,0.1,0.1,0.10000000000000002
253,GAT,0.1,400,400,64,0.08695652173913043,0.16,0.16,0.16
254,Raw,0.1,400,400,64,0.08695652173913043,0.16,0.16,0.16
254,MLP,0.1,400,400,42,0.055408970976253295,0.105,0.105,0.10499999999999998
254,GIN,0.1,400,400,38,0.049868766404199474,0.095,0.095,0.095
254,GAT,0.1,400,400,59,0.0796221322537112,0.1475,0.1475,0.1475
255,Raw,0.1,400,400,61,0.08254397834912043,0.1525,0.1525,0.1525
255,MLP,0.1,400,400,53,0.07095046854082998,0.1325,0.1325,0.1325
255,GIN,0.1,400,400,45,0.059602649006622516,0.1125,0.1125,0.1125
255,GAT,0.1,400,400,60,0.08108108108108109,0.15,0.15,0.15
256,Raw,0.1,400,400,57,0.07671601615074024,0.1425,0.1425,0.1425
256,MLP,0.1,400,400,47,0.06241699867197875,0.1175,0.1175,0.1175
256,GIN,0.1,400,400,63,0.08548168249660787,0.1575,0.1575,0.1575
256,GAT,0.1,400,400,56,0.07526881720430108,0.14,0.14,0.14
257,Raw,0.1,400,400,60,0.08108108108108109,0.15,0.15,0.15
257,MLP,0.1,400,400,44,0.0582010582010582,0.11,0.11,0.11
257,GIN,0.1,400,400,80,0.1111111111111111,0.2,0.2,0.20000000000000004
257,GAT,0.1,400,400,49,0.06524633821571238,0.1225,0.1225,0.1225
258,Raw,0.1,400,400,72,0.0989010989010989,0.18,0.18,0.18
258,MLP,0.1,400,400,36,0.04712041884816754,0.09,0.09,0.09
258,GIN,0.1,400,400,47,0.06241699867197875,0.1175,0.1175,0.1175
258,GAT,0.1,400,400,62,0.08401084010840108,0.155,0.155,0.155
259,Raw,0.1,400,400,70,0.0958904109589041,0.175,0.175,0.175
259,MLP,0.1,400,400,35,0.0457516339869281,0.0875,0.0875,0.0875
259,GIN,0.1,400,400,20,0.02564102564102564,0.05,0.05,0.05000000000000001
259,GAT,0.1,400,400,59,0.0796221322537112,0.1475,0.1475,0.1475
260,Raw,0.1,400,400,70,0.0958904109589041,0.175,0.175,0.175
260,MLP,0.1,400,400,35,0.0457516339869281,0.0875,0.0875,0.0875
260,GIN,0.1,400,400,24,0.030927835051546393,0.06,0.06,0.06
260,GAT,0.1,400,400,59,0.0796221322537112,0.1475,0.1475,0.1475
261,Raw,0.1,400,400,79,0.10957004160887657,0.1975,0.1975,0.1975
261,MLP,0.1,400,400,49,0.06524633821571238,0.1225,0.1225,0.1225
261,GIN,0.1,400,400,60,0.08108108108108109,0.15,0.15,0.15
261,GAT,0.1,400,400,52,0.06951871657754011,0.13,0.13,0.13
262,Raw,0.1,400,400,65,0.08843537414965986,0.1625,0.1625,0.1625
262,MLP,0.1,400,400,40,0.05263157894736842,0.1,0.1,0.10000000000000002
262,GIN,0.1,400,400,19,0.024327784891165175,0.0475,0.0475,0.0475
262,GAT,0.1,400,400,55,0.0738255033557047,0.1375,0.1375,0.1375
263,Raw,0.1,400,400,74,0.10192837465564739,0.185,0.185,0.185
263,MLP,0.1,400,400,40,0.05263157894736842,0.1,0.1,0.10000000000000002
263,GIN,0.1,400,400,20,0.02564102564102564,0.05,0.05,0.05000000000000001
263,GAT,0.1,400,400,58,0.07816711590296496,0.145,0.145,0.145
264,Raw,0.1,400,400,62,0.08401084010840108,0.155,0.155,0.155
264,MLP,0.1,400,400,41,0.05401844532279315,0.1025,0.1025,0.1025
264,GIN,0.1,400,400,46,0.0610079575596817,0.115,0.115,0.115
264,GAT,0.1,400,400,62,0.08401084010840108,0.155,0.155,0.155
265,Raw,0.1,400,400,72,0.0989010989010989,0.18,0.18,0.18
265,MLP,0.1,400,400,48,0.06382978723404255,0.12,0.12,0.12
265,GIN,0.1,400,400,26,0.03359173126614987,0.065,0.065,0.065
265,GAT,0.1,400,400,63,0.08548168249660787,0.1575,0.1575,0.1575
266,Raw,0.1,400,400,64,0.08695652173913043,0.16,0.16,0.16
266,MLP,0.1,400,400,40,0.05263157894736842,0.1,0.1,0.10000000000000002
266,GIN,0.1,400,400,23,0.029601029601029602,0.0575,0.0575,0.0575
